Date,Open,High,Low,Close,Volume
2024-07-05 00:00:00-04:00,187.32000732421875,192.25999450683594,187.32000732421875,191.9600067138672,14303400
2024-07-08 00:00:00-04:00,191.36500549316406,191.6790008544922,189.32000732421875,190.47999572753906,12097600
2024-07-09 00:00:00-04:00,191.75,192.86000061035156,190.22999572753906,190.44000244140625,10198500
2024-07-10 00:00:00-04:00,190.75,193.30999755859375,190.6199951171875,192.66000366210938,12052900
2024-07-11 00:00:00-04:00,191.33999633789062,192.41000366210938,186.82000732421875,187.3000030517578,16452000
2024-07-12 00:00:00-04:00,186.9199981689453,188.69000244140625,186.13999938964844,186.77999877929688,14449100
2024-07-15 00:00:00-04:00,186.49000549316406,189.89999389648438,186.49000549316406,188.19000244140625,12186000
2024-07-16 00:00:00-04:00,188.9600067138672,190.33999633789062,185.1199951171875,185.5,12760100
2024-07-17 00:00:00-04:00,184.67999267578125,185.22999572753906,181.6199951171875,182.6199951171875,17376600
2024-07-18 00:00:00-04:00,183.5399932861328,184.0500030517578,178.2100067138672,179.22000122070312,17877200
2024-07-19 00:00:00-04:00,180.3699951171875,181.97000122070312,178.86000061035156,179.38999938964844,14485900
2024-07-22 00:00:00-04:00,182.35000610351562,184.3000030517578,181.89999389648438,183.35000610351562,16303900
2024-07-23 00:00:00-04:00,183.83999633789062,185.22000122070312,183.3300018310547,183.60000610351562,23772600
2024-07-24 00:00:00-04:00,175.38999938964844,177.9499969482422,173.57000732421875,174.3699951171875,31250700
2024-07-25 00:00:00-04:00,174.25,175.1999969482422,169.0500030517578,169.16000366210938,28967900
2024-07-26 00:00:00-04:00,168.77000427246094,169.83999633789062,165.86500549316406,168.67999267578125,25150100
2024-07-29 00:00:00-04:00,170.5,172.16000366210938,169.72000122070312,171.1300048828125,13768900
2024-07-30 00:00:00-04:00,171.8300018310547,172.9499969482422,170.1199951171875,171.86000061035156,13681400
2024-07-31 00:00:00-04:00,174.9199981689453,175.91000366210938,171.72000122070312,173.14999389648438,15650200
2024-08-01 00:00:00-04:00,171.97999572753906,175.67999267578125,170.50999450683594,172.4499969482422,17177800
2024-08-02 00:00:00-04:00,168.19000244140625,170.2100067138672,166.38999938964844,168.39999389648438,18907800
2024-08-05 00:00:00-04:00,157.3699951171875,165.94000244140625,156.60000610351562,160.63999938964844,34907800
2024-08-06 00:00:00-04:00,160.94500732421875,162.35000610351562,158.1300048828125,160.5399932861328,36146500
2024-08-07 00:00:00-04:00,163.24000549316406,164.7899932861328,160.24000549316406,160.75,19334200
2024-08-08 00:00:00-04:00,162.343994140625,165.5,162.02999877929688,163.83999633789062,15733600
2024-08-09 00:00:00-04:00,161.64500427246094,165.52000427246094,160.92999267578125,165.38999938964844,13549200
2024-08-12 00:00:00-04:00,165.9949951171875,166.6999969482422,163.5500030517578,163.9499969482422,12435000
2024-08-13 00:00:00-04:00,165.18499755859375,166.5399932861328,164.77000427246094,165.92999267578125,12717600
2024-08-14 00:00:00-04:00,164.2100067138672,164.9600067138672,159.52999877929688,162.02999877929688,22515900
2024-08-15 00:00:00-04:00,162.2100067138672,163.52000427246094,161.49000549316406,163.1699981689453,18392500
2024-08-16 00:00:00-04:00,163.41000366210938,166.9499969482422,163.0800018310547,164.74000549316406,16853100
2024-08-19 00:00:00-04:00,167.0,168.47000122070312,166.08999633789062,168.39999389648438,13100800
2024-08-20 00:00:00-04:00,168.74000549316406,170.41000366210938,168.66000366210938,168.9600067138672,12622500
2024-08-21 00:00:00-04:00,166.99000549316406,168.63999938964844,166.57000732421875,167.6300048828125,15269600
2024-08-22 00:00:00-04:00,169.0399932861328,169.4199981689453,165.02999877929688,165.49000549316406,19123800
2024-08-23 00:00:00-04:00,166.5500030517578,167.9499969482422,165.66000366210938,167.42999267578125,14281600
2024-08-26 00:00:00-04:00,168.15499877929688,169.3800048828125,166.32000732421875,167.92999267578125,11990300
2024-08-27 00:00:00-04:00,167.61000061035156,168.2449951171875,166.16000366210938,166.3800048828125,13718200
2024-08-28 00:00:00-04:00,166.77999877929688,167.38999938964844,163.27999877929688,164.5,15208700
2024-08-29 00:00:00-04:00,166.05999755859375,167.6300048828125,161.98199462890625,163.39999389648438,17133800
2024-08-30 00:00:00-04:00,164.22000122070312,165.27999877929688,163.41000366210938,165.11000061035156,18498800
2024-09-03 00:00:00-04:00,163.31500244140625,163.3800048828125,157.85499572753906,158.61000061035156,26533100
2024-09-04 00:00:00-04:00,158.0749969482422,160.39999389648438,157.44000244140625,157.80999755859375,17410700
2024-09-05 00:00:00-04:00,157.77999877929688,161.01499938964844,157.52000427246094,158.60000610351562,14139500
2024-09-06 00:00:00-04:00,158.69000244140625,159.22000122070312,151.93499755859375,152.1300048828125,24999100
2024-09-09 00:00:00-04:00,153.6300048828125,154.63999938964844,148.1999969482422,149.5399932861328,28057700
2024-09-10 00:00:00-04:00,151.4499969482422,152.3000030517578,149.54299926757812,150.00999450683594,20401800
2024-09-11 00:00:00-04:00,151.08999633789062,152.47999572753906,148.6999969482422,152.14999389648438,18991500
2024-09-12 00:00:00-04:00,154.80999755859375,155.61000061035156,153.5,155.5399932861328,21024100
2024-09-13 00:00:00-04:00,156.36199951171875,159.27499389648438,156.11000061035156,158.3699951171875,16733900
2024-09-16 00:00:00-04:00,158.3300018310547,159.24000549316406,157.61000061035156,158.99000549316406,14157600
2024-09-17 00:00:00-04:00,160.08999633789062,161.58999633789062,159.41000366210938,160.27999877929688,12064800
2024-09-18 00:00:00-04:00,160.85000610351562,161.6300048828125,159.66000366210938,160.80999755859375,16756500
2024-09-19 00:00:00-04:00,164.82000732421875,164.99000549316406,162.52200317382812,163.24000549316406,17548200
2024-09-20 00:00:00-04:00,164.52000427246094,164.75,163.17999267578125,164.63999938964844,46362700
2024-09-23 00:00:00-04:00,165.33999633789062,166.61000061035156,162.9499969482422,163.07000732421875,15648400
2024-09-24 00:00:00-04:00,164.25,164.5500030517578,162.02999877929688,163.63999938964844,18774100
2024-09-25 00:00:00-04:00,162.97000122070312,164.2169952392578,162.77499389648438,162.99000549316406,13607900
2024-09-26 00:00:00-04:00,165.02999877929688,165.5,163.5,163.8300018310547,18234500
2024-09-27 00:00:00-04:00,163.91000366210938,166.97000122070312,163.8300018310547,165.2899932861328,13604300
2024-09-30 00:00:00-04:00,164.77999877929688,167.36000061035156,164.63999938964844,167.19000244140625,14070100
2024-10-01 00:00:00-04:00,168.86000061035156,170.44000244140625,165.89999389648438,168.4199981689453,18629500
2024-10-02 00:00:00-04:00,167.75999450683594,168.8800048828125,166.25,167.30999755859375,12745000
2024-10-03 00:00:00-04:00,165.82000732421875,167.91000366210938,165.3699951171875,167.2100067138672,11004300
2024-10-04 00:00:00-04:00,169.33999633789062,169.5500030517578,166.9600067138672,168.55999755859375,11422100
2024-10-07 00:00:00-04:00,169.13999938964844,169.89999389648438,164.1300048828125,164.38999938964844,14034700
2024-10-08 00:00:00-04:00,165.42999267578125,166.10000610351562,164.30999755859375,165.6999969482422,11723900
2024-10-09 00:00:00-04:00,164.85499572753906,166.25999450683594,161.1199951171875,163.05999755859375,19666400
2024-10-10 00:00:00-04:00,162.11000061035156,164.31100463867188,161.63999938964844,163.17999267578125,12900500
2024-10-11 00:00:00-04:00,163.3300018310547,165.27000427246094,162.5,164.52000427246094,10946000
2024-10-14 00:00:00-04:00,164.91000366210938,167.6199951171875,164.77999877929688,166.35000610351562,9981800
2024-10-15 00:00:00-04:00,167.13999938964844,169.08999633789062,166.0500030517578,166.89999389648438,14829300
